../traindata///3band/3band_AOI_1_RIO_img1,../traindata///8band/8band_AOI_1_RIO_img1,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img2,../traindata///8band/8band_AOI_1_RIO_img2,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img3,../traindata///8band/8band_AOI_1_RIO_img3,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img4,../traindata///8band/8band_AOI_1_RIO_img4,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img5,../traindata///8band/8band_AOI_1_RIO_img5,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img6,../traindata///8band/8band_AOI_1_RIO_img6,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img7,../traindata///8band/8band_AOI_1_RIO_img7,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img8,../traindata///8band/8band_AOI_1_RIO_img8,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img9,../traindata///8band/8band_AOI_1_RIO_img9,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img10,../traindata///8band/8band_AOI_1_RIO_img10,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img11,../traindata///8band/8band_AOI_1_RIO_img11,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img12,../traindata///8band/8band_AOI_1_RIO_img12,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img13,../traindata///8band/8band_AOI_1_RIO_img13,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img14,../traindata///8band/8band_AOI_1_RIO_img14,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img15,../traindata///8band/8band_AOI_1_RIO_img15,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img16,../traindata///8band/8band_AOI_1_RIO_img16,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img17,../traindata///8band/8band_AOI_1_RIO_img17,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img18,../traindata///8band/8band_AOI_1_RIO_img18,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img19,../traindata///8band/8band_AOI_1_RIO_img19,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img20,../traindata///8band/8band_AOI_1_RIO_img20,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img21,../traindata///8band/8band_AOI_1_RIO_img21,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img22,../traindata///8band/8band_AOI_1_RIO_img22,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img23,../traindata///8band/8band_AOI_1_RIO_img23,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img24,../traindata///8band/8band_AOI_1_RIO_img24,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img25,../traindata///8band/8band_AOI_1_RIO_img25,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img26,../traindata///8band/8band_AOI_1_RIO_img26,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img27,../traindata///8band/8band_AOI_1_RIO_img27,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img28,../traindata///8band/8band_AOI_1_RIO_img28,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img29,../traindata///8band/8band_AOI_1_RIO_img29,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img30,../traindata///8band/8band_AOI_1_RIO_img30,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img31,../traindata///8band/8band_AOI_1_RIO_img31,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img32,../traindata///8band/8band_AOI_1_RIO_img32,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img33,../traindata///8band/8band_AOI_1_RIO_img33,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img34,../traindata///8band/8band_AOI_1_RIO_img34,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img35,../traindata///8band/8band_AOI_1_RIO_img35,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img36,../traindata///8band/8band_AOI_1_RIO_img36,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img37,../traindata///8band/8band_AOI_1_RIO_img37,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img38,../traindata///8band/8band_AOI_1_RIO_img38,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img39,../traindata///8band/8band_AOI_1_RIO_img39,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img40,../traindata///8band/8band_AOI_1_RIO_img40,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img41,../traindata///8band/8band_AOI_1_RIO_img41,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img42,../traindata///8band/8band_AOI_1_RIO_img42,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img43,../traindata///8band/8band_AOI_1_RIO_img43,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img44,../traindata///8band/8band_AOI_1_RIO_img44,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img45,../traindata///8band/8band_AOI_1_RIO_img45,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img46,../traindata///8band/8band_AOI_1_RIO_img46,NONE,NONE
../traindata///3band/3band_AOI_1_RIO_img47,../traindata///8band/8band_AOI_1_RIO_img47,NONE,NONE
