../traindata///3band/3band_AOI_1_RIO_img10,../traindata///8band/8band_AOI_1_RIO_img10,NONE,stored_predictions5/train10.jpg
../traindata///3band/3band_AOI_1_RIO_img100,../traindata///8band/8band_AOI_1_RIO_img100,NONE,stored_predictions5/train100.jpg
../traindata///3band/3band_AOI_1_RIO_img1000,../traindata///8band/8band_AOI_1_RIO_img1000,NONE,stored_predictions5/train1000.jpg
../traindata///3band/3band_AOI_1_RIO_img1001,../traindata///8band/8band_AOI_1_RIO_img1001,NONE,stored_predictions5/train1001.jpg
../traindata///3band/3band_AOI_1_RIO_img1002,../traindata///8band/8band_AOI_1_RIO_img1002,NONE,stored_predictions5/train1002.jpg
../traindata///3band/3band_AOI_1_RIO_img1003,../traindata///8band/8band_AOI_1_RIO_img1003,NONE,stored_predictions5/train1003.jpg
../traindata///3band/3band_AOI_1_RIO_img1004,../traindata///8band/8band_AOI_1_RIO_img1004,NONE,stored_predictions5/train1004.jpg
../traindata///3band/3band_AOI_1_RIO_img1005,../traindata///8band/8band_AOI_1_RIO_img1005,NONE,stored_predictions5/train1005.jpg
../traindata///3band/3band_AOI_1_RIO_img1006,../traindata///8band/8band_AOI_1_RIO_img1006,NONE,stored_predictions5/train1006.jpg
../traindata///3band/3band_AOI_1_RIO_img1007,../traindata///8band/8band_AOI_1_RIO_img1007,NONE,stored_predictions5/train1007.jpg
../traindata///3band/3band_AOI_1_RIO_img1008,../traindata///8band/8band_AOI_1_RIO_img1008,NONE,stored_predictions5/train1008.jpg
../traindata///3band/3band_AOI_1_RIO_img1009,../traindata///8band/8band_AOI_1_RIO_img1009,NONE,stored_predictions5/train1009.jpg
../traindata///3band/3band_AOI_1_RIO_img101,../traindata///8band/8band_AOI_1_RIO_img101,NONE,stored_predictions5/train101.jpg
../traindata///3band/3band_AOI_1_RIO_img1011,../traindata///8band/8band_AOI_1_RIO_img1011,NONE,stored_predictions5/train1011.jpg
../traindata///3band/3band_AOI_1_RIO_img1012,../traindata///8band/8band_AOI_1_RIO_img1012,NONE,stored_predictions5/train1012.jpg
../traindata///3band/3band_AOI_1_RIO_img1013,../traindata///8band/8band_AOI_1_RIO_img1013,NONE,stored_predictions5/train1013.jpg
../traindata///3band/3band_AOI_1_RIO_img1014,../traindata///8band/8band_AOI_1_RIO_img1014,NONE,stored_predictions5/train1014.jpg
../traindata///3band/3band_AOI_1_RIO_img1015,../traindata///8band/8band_AOI_1_RIO_img1015,NONE,stored_predictions5/train1015.jpg
